owner;repo;yaml_filename;job;all_unused;maven_unused;fix_suggestion;old_commands
sofastack;sofa-jraft;build.yml;test_rheakv_core;1;1;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-rheakv/rheakv-core test -Dtest.failIfNoTests=false || mvn --projects jraft-rheakv/rheakv-core test -Dtest.failIfNoTests=false || mvn --projects jraft-rheakv/rheakv-core test -Dtest.failIfNoTests=false);mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-rheakv/rheakv-core test || mvn --projects jraft-rheakv/rheakv-core test || mvn --projects jraft-rheakv/rheakv-core test
clojure;clojure;test.yml;test (ubuntu-latest, 11, corretto, test-direct);1;1;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;zeppelin;core.yml;interpreter-test-non-core (11);12;12;;./mvnw verify -am -pl ${INTERPRETERS} ${MAVEN_ARGS
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, db_tbl_sql_federation, );0;0;;./mvnw verify -am -pl ${INTERPRETERS} ${MAVEN_ARGS
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, shadow, );0;0;;./mvnw verify -am -pl ${INTERPRETERS} ${MAVEN_ARGS
apache;shenyu;integrated-test.yml;build (shenyu-integrated-test-apache-dubbo);2;2;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -am -f ./shenyu-examples/pom.xml -Dmaven.compiler.plugin.skip=true;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -am -f ./shenyu-examples/pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, mask_sharding, );0;0;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -am -f ./shenyu-examples/pom.xml -Dmaven.compiler.plugin.skip=true;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -am -f ./shenyu-examples/pom.xm
immutables;immutables;ci.yml;build (21, javac, errorprone);11;11;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;nifi;integration-tests.yml;build_and_test;0;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
aragozin;jvm-tools;maven.yml;build21;4;4;;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, mask_encrypt, );0;0;;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, encrypt, );0;0;;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
apache;shardingsphere;required-check.yml;check-checkstyle;0;0;;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, db_tbl_sql_federation, );0;0;;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, mask_sharding, );4;0;;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, mask_encrypt_sharding, );0;0;;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
flowable;flowable-engine;main.yml;test_jdk (21);69;69;"./mvnw verify -Pdistro,ui,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false -Dmaven.surefire.reports.directory=target/surefire-reports 
";"./mvnw verify -Pdistro,ui,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false
./mvnw install ${MAVEN_ARGS} -DskipTests=true -Dmaven.javadoc.skip=tru"
Atmosphere;atmosphere;maven.yml;build (21);0;0;"./mvnw verify -Pdistro,ui,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false -Dmaven.surefire.reports.directory=target/surefire-reports 
";"./mvnw verify -Pdistro,ui,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false
./mvnw install ${MAVEN_ARGS} -DskipTests=true -Dmaven.javadoc.skip=tru"
fabric8io;kubernetes-client;build.yml;build (21);125;125;./mvnw ${MAVEN_ARGS} clean install -DskipTests;./mvnw ${MAVEN_ARGS} clean instal
clojure;clojure;test.yml;test (ubuntu-latest, 8, temurin, test-direct);1;1;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
immutables;immutables;ci.yml;build (17, ecj, errorprone);16;16;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, sharding_encrypt_shadow, );0;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
socketio;socket.io-client-java;ci.yml;verify (7);1;1;mvn verify -Dgpg.skip=true -Dmaven.test.failure.ignore=true ;mvn verify -Dgpg.skip=tru
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, mask_encrypt, );0;0;mvn verify -Dgpg.skip=true -Dmaven.test.failure.ignore=true ;mvn verify -Dgpg.skip=tru
redis;jedis;doctests.yml;doctests;1;1;mvn -Pdoctests test -Dmaven.test.skip=true;mvn -Pdoctests test
fabric8io;kubernetes-client;build.yml;build (8);113;113;./mvnw ${MAVEN_ARGS} clean install -DskipTests ;./mvnw ${MAVEN_ARGS} clean instal
apache;shardingsphere;e2e-operation.yml;detect-changed-files;15;0;./mvnw ${MAVEN_ARGS} clean install -DskipTests ;./mvnw ${MAVEN_ARGS} clean instal
apache;incubator-seata;test-ubuntu.yml;test-arm64 (2.4.13         -Dspring-framework.version=5.3.13);169;169;docker run --rm -v ${{ github.workspace }}:/ws:rw --workdir=/ws \  arm64v8/ubuntu:20.04 \  bash -exc 'apt-get update -y && \             apt-get install maven -y && \             apt-get install -y python3 python3-pip python3-distutils && \             apt-get install -y build-essential && \             mvn -version && \             mvn -T 4C clean install \                 -Dspring-boot.version=${{ matrix.springboot }} \                 -Prelease-seata \                 -DskipTests \                 -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \                 -Dmaven.test.failure.ignore=true';"docker run --rm -v ${{ github.workspace }}:/ws:rw --workdir=/ws \
  arm64v8/ubuntu:20.04 \
  bash -exc 'apt-get update -y && \
             apt-get install maven -y && \
             apt-get install -y python3 python3-pip python3-distutils && \
             apt-get install -y build-essential && \
             mvn -version && \
             mvn -T 4C clean install \
                 -Dspring-boot.version=${{ matrix.springboot }} \
                 -Prelease-seata \
                 -DskipTests \
                 -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn'"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, shadow, );0;0;docker run --rm -v ${{ github.workspace }}:/ws:rw --workdir=/ws \  arm64v8/ubuntu:20.04 \  bash -exc 'apt-get update -y && \             apt-get install maven -y && \             apt-get install -y python3 python3-pip python3-distutils && \             apt-get install -y build-essential && \             mvn -version && \             mvn -T 4C clean install \                 -Dspring-boot.version=${{ matrix.springboot }} \                 -Prelease-seata \                 -DskipTests \                 -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \                 -Dmaven.test.failure.ignore=true';"docker run --rm -v ${{ github.workspace }}:/ws:rw --workdir=/ws \
  arm64v8/ubuntu:20.04 \
  bash -exc 'apt-get update -y && \
             apt-get install maven -y && \
             apt-get install -y python3 python3-pip python3-distutils && \
             apt-get install -y build-essential && \
             mvn -version && \
             mvn -T 4C clean install \
                 -Dspring-boot.version=${{ matrix.springboot }} \
                 -Prelease-seata \
                 -DskipTests \
                 -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn'"
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, distsql_rdl, );0;0;docker run --rm -v ${{ github.workspace }}:/ws:rw --workdir=/ws \  arm64v8/ubuntu:20.04 \  bash -exc 'apt-get update -y && \             apt-get install maven -y && \             apt-get install -y python3 python3-pip python3-distutils && \             apt-get install -y build-essential && \             mvn -version && \             mvn -T 4C clean install \                 -Dspring-boot.version=${{ matrix.springboot }} \                 -Prelease-seata \                 -DskipTests \                 -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \                 -Dmaven.test.failure.ignore=true';"docker run --rm -v ${{ github.workspace }}:/ws:rw --workdir=/ws \
  arm64v8/ubuntu:20.04 \
  bash -exc 'apt-get update -y && \
             apt-get install maven -y && \
             apt-get install -y python3 python3-pip python3-distutils && \
             apt-get install -y build-essential && \
             mvn -version && \
             mvn -T 4C clean install \
                 -Dspring-boot.version=${{ matrix.springboot }} \
                 -Prelease-seata \
                 -DskipTests \
                 -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn'"
apache;shardingsphere;required-check.yml;check-license;0;0;docker run --rm -v ${{ github.workspace }}:/ws:rw --workdir=/ws \  arm64v8/ubuntu:20.04 \  bash -exc 'apt-get update -y && \             apt-get install maven -y && \             apt-get install -y python3 python3-pip python3-distutils && \             apt-get install -y build-essential && \             mvn -version && \             mvn -T 4C clean install \                 -Dspring-boot.version=${{ matrix.springboot }} \                 -Prelease-seata \                 -DskipTests \                 -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \                 -Dmaven.test.failure.ignore=true';"docker run --rm -v ${{ github.workspace }}:/ws:rw --workdir=/ws \
  arm64v8/ubuntu:20.04 \
  bash -exc 'apt-get update -y && \
             apt-get install maven -y && \
             apt-get install -y python3 python3-pip python3-distutils && \
             apt-get install -y build-essential && \
             mvn -version && \
             mvn -T 4C clean install \
                 -Dspring-boot.version=${{ matrix.springboot }} \
                 -Prelease-seata \
                 -DskipTests \
                 -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn'"
spring-cloud;spring-cloud-netflix;maven.yml;build (17);4;4;./mvnw clean install -B -U -P sonar -DskipTests ;./mvnw clean install -B -U -P sona
apache;zeppelin;core.yml;flink-test-and-flink-integration-test (3.9, 117);3;3;;"./mvnw install -DskipTests -am -pl flink/flink-scala-2.12,flink-cmd,zeppelin-interpreter-integration -Pflink-${{ matrix.flink }} -Pintegration ${MAVEN_ARGS}
./mvnw clean package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS}"
redisson;redisson;maven.yml;build;4;4;mvn -B verify -Dmaven.javadoc.skip=true -Dmaven.test.skip=true --file pom.xml;mvn -B verify --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, empty_rules, );0;0;mvn -B verify -Dmaven.javadoc.skip=true -Dmaven.test.skip=true --file pom.xml;mvn -B verify --file pom.xm
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, shadow, );0;0;mvn -B verify -Dmaven.javadoc.skip=true -Dmaven.test.skip=true --file pom.xml;mvn -B verify --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, encrypt_and_readwrite_splitting, );0;0;mvn -B verify -Dmaven.javadoc.skip=true -Dmaven.test.skip=true --file pom.xml;mvn -B verify --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, db_tbl_sql_federation, );0;0;mvn -B verify -Dmaven.javadoc.skip=true -Dmaven.test.skip=true --file pom.xml;mvn -B verify --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, openGauss, readwrite_splitting_and_shadow, );0;0;mvn -B verify -Dmaven.javadoc.skip=true -Dmaven.test.skip=true --file pom.xml;mvn -B verify --file pom.xm
abel533;Mapper;test.yml;mvn_verify;14;14;;mvn --batch-mode --update-snapshots -P dev tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, db, );0;0;;mvn --batch-mode --update-snapshots -P dev tes
apache;incubator-seata;test-druid.yml;test-druid (1.2.15);1;1;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;incubator-seata;test-ubuntu.yml;test (21, ubuntu, 2.7.18         -D spring-framework.version=5.3.31);7;7;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
flowable;flowable-engine;postgres.yml;test_postgres (13);63;63;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,postgresql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=org.postgresql.Driver -Dspring.datasource.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=false -DskipTests ;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,postgresql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=org.postgresql.Driver -Dspring.datasource.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=fals
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, mask_encrypt, );0;0;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,postgresql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=org.postgresql.Driver -Dspring.datasource.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=false -DskipTests ;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,postgresql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=org.postgresql.Driver -Dspring.datasource.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=fals
apache;incubator-seata;test-druid.yml;test-druid (1.2.1);1;1;./mvnw -T 4C clean test \       -Ddruid.version=${{ matrix.druid }} \       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \       -Dmaven.surefire.reportMode=none;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, mask_sharding, );0;0;./mvnw -T 4C clean test \       -Ddruid.version=${{ matrix.druid }} \       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \       -Dmaven.surefire.reportMode=none;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;zeppelin;core.yml;spark-test (3.9, 11);7;7;;./mvnw install -DskipTests -pl spark-submit,spark/scala-2.12,spark/scala-2.13 -am ${MAVEN_ARGS
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, tbl, );0;0;;./mvnw install -DskipTests -pl spark-submit,spark/scala-2.12,spark/scala-2.13 -am ${MAVEN_ARGS
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, mask_sharding, );0;0;;./mvnw install -DskipTests -pl spark-submit,spark/scala-2.12,spark/scala-2.13 -am ${MAVEN_ARGS
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, empty_rules, );0;0;;./mvnw install -DskipTests -pl spark-submit,spark/scala-2.12,spark/scala-2.13 -am ${MAVEN_ARGS
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, sharding_and_encrypt, );0;0;;./mvnw install -DskipTests -pl spark-submit,spark/scala-2.12,spark/scala-2.13 -am ${MAVEN_ARGS
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, empty_storage_units, );0;0;;./mvnw install -DskipTests -pl spark-submit,spark/scala-2.12,spark/scala-2.13 -am ${MAVEN_ARGS
sofastack;sofa-jraft;build.yml;check_format;0;0;;./mvnw install -DskipTests -pl spark-submit,spark/scala-2.12,spark/scala-2.13 -am ${MAVEN_ARGS
javaparser;javaparser;maven_tests.yml;maven_test (ubuntu-latest, 14);9;9;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test -Dmaven.test.skip=true --activate-profiles AlsoSlowTests;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
apache;zeppelin;core.yml;interpreter-test-jupyter-python-rlang (3.7, 8);7;7;"./mvnw test -pl python,rlang,zeppelin-jupyter-interpreter -DfailIfNoTests=false -Dmaven.test.skip=true ${MAVEN_ARGS}
";"./mvnw test -pl python,rlang,zeppelin-jupyter-interpreter -DfailIfNoTests=false ${MAVEN_ARGS}

./mvnw install -DskipTests -pl python,rlang,zeppelin-jupyter-interpreter -am ${MAVEN_ARGS}"
apache;incubator-seata;test-druid.yml;test-druid (1.2.20);23;23;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true ;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
